n_steps,mc_price,mc_standard_error,cmc_trapezoidal_price,cmc_trapezoidal_standard_error,cmc_simpson_price,cmc_simpson_standard_error,mc_cmc_trapezoidal_abs_diff,trap_simpson_abs_diff
10,8.645626377705888,0.09586489292492631,8.501701534491609,0.013679298023558197,8.500406069796178,0.013711935216574779,0.143924843214279,0.001295464695431292
20,8.294401812665534,0.09119501344263446,8.483474447039502,0.013829444764556066,8.483245146297328,0.013836782032273103,0.18907263437396793,0.00022930074217342167
50,8.343255186519647,0.09254434650290415,8.481556669329608,0.013867494224424553,8.48168041214975,0.013868611757012374,0.13830148280996113,0.00012374282014171456
100,8.457460291908053,0.09290970133540283,8.495116570942736,0.013758684583937723,8.495158647544072,0.01375922828709412,0.03765627903468349,4.207660133559443e-05
200,8.469763850473692,0.09152381690356873,8.488667262084347,0.013652607005985442,8.48866308312655,0.013652622526191684,0.018903411610654786,4.178957796696636e-06
