n_paths,mc_price,mc_standard_error,mc_path_variance,cmc_price,cmc_standard_error,cmc_path_variance,price_absolute_difference,variance_reduction_ratio
2000,8.805483272947345,0.29802356232774574,177.63608740503952,8.47917831508015,0.04370659412442684,3.820532739914765,0.3263049578671957,46.49510932054008
5000,8.406556094169199,0.17898468671200413,160.17759038697136,8.473482570485748,0.02770809814087063,3.8386935129205937,0.06692647631654935,41.727111020411584
10000,8.231113667208657,0.1266650134264183,160.44025626314726,8.495048040776636,0.01947167834030632,3.791462573883544,0.2639343735679791,42.31619147932416
20000,8.499687765211362,0.09371203580472724,175.6389130933296,8.49657040367009,0.013764286024549592,3.7891113953122244,0.003117361541272956,46.35358921108121
50000,8.554669708262464,0.059073152907868576,174.48186972382106,8.485632526802453,0.008754281065063447,3.83187184830642,0.06903718146001125,45.534369788733194
