beta,euler_price,euler_standard_error,euler_runtime_seconds,conditional_approximation_price,conditional_approximation_standard_error,conditional_approximation_runtime_seconds,price_absolute_difference,standard_error_ratio
1.0,7.8361984112113205,0.10484620387113189,0.04401995799980796,7.751958072032136,0.10429527849315315,0.06609562500034372,0.08424033917918461,1.005282361636485
0.7,2.4927597251578133,0.027172363431997817,0.06415033299981587,2.470919110153493,0.02706751658811955,0.25424391700016713,0.02184061500432044,1.00387353023455
0.5,1.4395371977085167,0.012595836206587574,0.06380945799992332,1.4308646538652068,0.012554592147322827,0.10749891700015723,0.008672543843309954,1.0032851771511782
